"ID","psu","palika","ward","hhld","version","verified","interviewer_id","v901","v902","v902a","v903","v904","v904a","v904b","v904c","v904d","v905","v906","v907a","v907b"
3179,5202,50601,"7","4","v4","Y",51,"1 ",NA,"3","3 ",NA,"1 ","3","00","00","PALPA","1500000",NA," , 1 , 13333"
3180,5102,50601,"7","6","v4","Y",51,"1 ",NA,"3","6 ",NA,"1 ","3","00","00","PALPA","00",NA," , 2 , 7.5 MURI"
3181,5102,50601,"7","3","v4","Y",51,"1 ",NA,"3","3 ",NA,"1 ","3","00","00","PALPA","2400000",NA," , 1 , 13333"
3199,5102,50601,"7","11","v4","Y",54,"1 ",NA,"1","4 ",NA,"1 ","8",NA,NA,NA,"6000000",NA," , 1 , 200000"
3201,5202,50601,"7","9","v4","Y",52,"1 ",NA,"2","2 ",NA,"1 ","0","10","0","PALPA","1800000",NA," , 1 , 3000"
3203,5202,50601,"7","9","v4","Y",54,"1 ",NA,"1","3 ",NA,"1 ","3",NA,NA,"PALPA","500000",NA," , 1 , 200000"
3241,1208,11211,"9","1","v4","Y",24,"1 ",NA,"4","7 ",NA,"2 ","10","0","0","MORANG","10000000",NA,"1 , 250000"
3249,1108,11211,"9","2","v4","Y",24,"1 ",NA,"2","7 ",NA,"2 ","10","0","0","MORANG","15000000",NA,"1 , 400000"
3269,3206,30604,"11","7","v5","Y",93,"1 ",NA,"1","6 ",NA,"2 ","0","6","0","RUPANDEHI","36000000",NA," , 2 , 80000"
3272,3206,30604,"11","1","v5","Y",93,"1 ",NA,"1","6 ",NA,"2 ","0","6","0","DOLAKHA","800000",NA,"2 , 20000"
3276,7410,70813,"4","1","v5","Y",73,"1 ",NA,"1","2 ",NA,"2 ","0","10","0","KANCHANPUR","15000000",NA,"2 , 34400"
3278,7310,70813,"4","2","v5","Y",74,"1 ",NA,"1","2 ",NA,"2 ","1","0","0","KAILALI","10000000",NA," , 2 , 41600"
3288,3106,30604,"11","4","v5","Y",92,"1 ",NA,"1","2 ",NA,"2 ","1","0","0","NAWALPUR","6000000",NA," , 1 , 75000"
3290,7310,70813,"4","1","v5","Y",74,"1 ",NA,"1","2 ",NA,"2 ","1","0","0","KAILALI","15000000",NA," , 2 , 80000"
3311,5202,50601,"7","2","v5","Y",54,"1 ",NA,"1","4 ",NA,"1 ","3",NA,NA,"PALPA","2600000",NA,"1 , 100000"
3321,5101,50403,"3","2","v5","Y",54,"1 ",NA,"1","1 ",NA,"1 ","3",NA,NA,"GULMI","200000",NA," , 1 , 30000"
3324,3211,31101,"7","2","v5","Y",28,"1 ",NA,NA,"1 ",NA,NA,NA,"14",NA,"SINDHULI","200000",NA," , 1 , 40000"
3336,3211,31101,"7","4","v5","Y",28,"1 ",NA,NA,"1 ",NA,"2 ",NA,NA,NA,"SINDHULI","40000000",NA," , NO"
3352,5202,50601,"7","13","v5","Y",53,"1 ",NA,"3","6 ",NA,"1 ","0","10","0","PALPA","4500000",NA," , 2 , 30KG"
3353,5202,50601,"7","12","v5","Y",53,"1 ",NA,"1","7 ",NA,"1 ","2","0","0","PALPA","6200000",NA," , 1 , 15000"
3355,5102,50601,"7","11","v5","Y",53,"1 ",NA,"2","4 ",NA,"1 ","2","8","0","PALPA","2000000",NA," , 1 , 110000"
3356,5102,50601,"7","8","v5","Y",53,"1 ",NA,"4","6 ",NA,"1 ","6","0","0","PALPA","6000000",NA," , 2 , DHAN 15MURI,MAKAI 2 MURI"
3373,1208,11211,"9","3","v5","Y",24,"1 ",NA,"2","7 ",NA,"2 ","1","10","0","MORANG","9000000",NA,"1 , 61500"
3397,1209,11214,"18","2","v5","Y",21,"1 ",NA,"2","3 ",NA,"2 ","2","0","0","MORANG","3500000",NA," , 1 , 30000"
3398,1108,11211,"9","1","v5","Y",22,"1 ",NA,"2","7 ",NA,"2 ","1","5","0","MORANG","5500000",NA,"2 , 40000"
3398,1108,11211,"9","1","v5","Y",22,"1 ",NA,"3","7 ",NA,"2 ","2","0","0","MORANG","6000000",NA,"2 , 30000"
3400,1109,11214,"18","1","v5","Y",21,"1 ",NA,"4","7 ",NA,"2 ","0","10","0","MORANG","3000000",NA," , 15000, 2 "
3400,1109,11214,"18","1","v5","Y",21,"1 ",NA,"5","7 ",NA,"2 ","0","10","0","MORANG","3000000",NA," , 15000, 2 "
3400,1109,11214,"18","1","v5","Y",21,"1 ",NA,"6","7 ",NA,"2 ","0","6","0","MORANG","3000000",NA," , 15000, 2 "
3403,1108,11211,"9","1","v5","Y",21,"1 ",NA,"1","8 ",NA,"2 ","0","10","0","MORANG","5000000",NA,"1 , 30000"
3403,1108,11211,"9","1","v5","Y",21,"1 ",NA,"2","8 ",NA,"2 ","0","10","0","MORANG","5000000",NA,"1 , 28000"
3409,1208,11211,"9","2","v5","Y",21,"1 ",NA,"2","3 ",NA,"2 ","0","4","0","MORANG","4000000",NA,"1 , 7000"
3441,1417,11307,"8","4","v5","Y",13,"1 ",NA,"1","3 ",NA,"1 ","30","0","0","OKHALDHUNGA","1500000",NA,"1 , 22500"
3488,2207,20613,"5","12","v5","Y",28,NA,NA,"2","2 ",NA,NA,NA,"3","10","RAUTAHAT",NA,NA," , 2 , DHAN 1 KUNTAL GHEHU 50KG"
3502,3201,30102,"8","1","v5","Y",52,"1 ",NA,"1","1 ",NA,"1 ","0","12","0","DOLAKHA","45000",NA," , 0, 1 "
3502,3201,30102,"8","1","v5","Y",52,"1 ",NA,"2","1 ",NA,"1 ","3","0","0","DOLAKHA","300000",NA," , 0, 1 "
3502,3201,30102,"8","1","v5","Y",52,"1 ",NA,"3","1 ",NA,"1 ","0","10","0","DOLAKHA","50000",NA," , 0"
3502,3201,30102,"8","1","v5","Y",52,"1 ",NA,"5","7 ",NA,"1 ","7","0","0","DOLAKHA","700000",NA," , 1 , 6000"
3603,3365,30703,"3","1","v5","Y",52,"1 ",NA,"1","2 ",NA,"1 ","8","00","0","SIDHUPALCHOWK","15000000",NA," , 2 , 200000"
3603,3365,30703,"3","1","v5","Y",52,"1 ",NA,"2","2 ",NA,"1 ","12","0","0","SIDHUPALCHOWK","17000000",NA," , 2 , 200000"
3603,3365,30703,"3","1","v5","Y",52,"1 ",NA,"3","2 ",NA,"1 ","13","0","0","SIDHUPALCHOWK","180000",NA," , 15000, 2 "
3603,3365,30703,"3","1","v5","Y",52,NA,NA,"4","2 ",NA,"1 ","16","0","0","SIDHUPALCHOWK","9000000",NA," , 2 , 60000"
3605,3365,30703,"3","6","v5","Y",52,"1 ",NA,"1","2 ",NA,"1 ","3","0","0","RAMECHHAP","900000",NA," , 2 , 40000"
3605,3365,30703,"3","6","v5","Y",52,"1 ",NA,"2","2 ",NA,"1 ","5","0","0","RAMECHHAP","2000000",NA," , 2 , 60000"
3639,3365,30703,"3","1","v5","Y",53,"1 ",NA,"1","3 ",NA,"1 ","1","0","0","SIDHUPALCHOWK","235000",NA,"1 , 60000"
3658,3105,30601,"4","2","v5","Y",94,"1 ",NA,"1","3 ",NA,"1 ","10","0","0","KATHMANDU","20000000",NA,"1 , 150000"
3672,3465,30703,"3","5","v5","Y",51,"1 ",NA,"3","3 ",NA,"1 ","5","0","0","SIDHUPALCHOWK","2000000",NA," , 1 , 100000"
3674,3105,30601,"4","1","v5","Y",92,"1 ",NA,"1",NA,NA,"1 ","3","0","0","KATHMANDU","96000000",NA,"1 , 25000"
3685,2208,20614,"1","2","v5","Y",26,"1 ",NA,"1","3 ",NA,"2 ","0","8","0","RAUTAHAT","800000",NA,"2 , DHAN 6 QUENTAL,GAHU 2 QUENTAL"
3688,7410,70813,"4","1","v5","Y",71,"1 ",NA,"1","3 ",NA,"2 ","0","10","0","KAILALI",NA,NA,"1 , 150000"
3709,3114,31303,"7","2","v5","Y",56,"1 ",NA,"2","3 ",NA,NA,NA,"1",NA,"CHITAWAN","700000",NA,"1 , 100"
3712,1315,11213,"2","3","v5","Y",23,"1 ",NA,"1","3 ",NA,"2 ","0","15","0","MORANG","50400000",NA,"1 , 28000"
3733,2208,20614,"1","4","v5","Y",26,"1 ",NA,"1","7 ",NA,"2 ","0","11","0","RAUTAHAT","50000000",NA,"2 , DHAN 5 QUENTAL,2 QUENTAL GAU"
3735,2108,20614,"1","2","v5","Y",27,"1 ",NA,"1","2 ",NA,NA,"1","2","0","RAUTAHAT","8500000",NA,"2 , 50000"
3748,2107,20613,"5","8","v5","Y",27,"1 ",NA,"1","2 ",NA,"2 ","1","0","5","RAUTAHAT","6000000",NA," , 1 , 5000000"
3748,2107,20613,"5","8","v5","Y",27,"1 ",NA,"2","2 ",NA,NA,NA,"10","0","RAUTAHAT","2000000",NA," , 2 , 40000"
3750,2107,20613,"4","12","v5","Y",27,"1 ",NA,"1","1 ",NA,NA,NA,"5","0","RAUTAHAT","1250000",NA," , 2 , 5000"
3752,2207,20613,"5","13","v5","Y",27,"1 ",NA,"1","6 ",NA,"2 ",NA,"10",NA,"RAUTAHAT","4000000",NA," , 15 MAN DIYAKO, 2 "
3771,3105,30601,"4","6","v5","Y",92,"1 ",NA,"1","2 ",NA,"1 ","2","0","0","KATHMANDU","9600000",NA,"1 , 10000"
3772,3105,30601,"4","5","v5","Y",92,"1 ",NA,"1",NA,NA,"1 ","1","3","0","KATHMANDU","14800000",NA,"1 , 20000"
3800,1111,11306,"5","1","v5","Y",1,"1 ",NA,"1","1 ",NA,"2 ",NA,"5",NA,"SUNSARI","3000000",NA," , 1 , SELF USE"
3817,1111,11306,"5","4","v5","Y",12,"1 ",NA,"1","3 ",NA,"2 ",NA,NA,"3","SUNSARI","2500000",NA," , 2 , 25000"
3838,1317,11307,"8","1","v5","Y",14,"1 ",NA,"1","2 ",NA,NA,NA,"5",NA,"UDAYAPUR","5000000",NA,"10000, 2 "
3868,1315,11213,"2","4","v5","Y",24,"1 ",NA,"1","7 ",NA,"2 ","1","0","0","MORANG","9000000",NA,"2 , 39000"
3876,7310,70813,"4","3","v5","Y",74,"1 ",NA,"2","6 ",NA,"2 ","1",NA,NA,"KAILALI","20000000",NA," , 2 , 50000"
3885,2410,20612,"3","5","v5","Y",26,"1 ",NA,"2","7 ",NA,"2 ","0","8","0","RAUTAHAT","4800000",NA,"1 , 25000"
3887,3205,30601,"4","8","v5","Y",94,"1 ",NA,"1","3 ",NA,"1 ","1","8","0","KATHMANDU","19000000",NA,"1 , 100000"
3908,3205,30601,"4","9","v5","Y",94,"1 ",NA,"1","3 ",NA,"1 ","1","0","0","KATHMANDU","16000000",NA,"1 , 60000"
3913,2208,20614,"2","7","v5","Y",26,"1 ",NA,"4","3 ",NA,"2 ","0","5","0","RAUTAHAT","250000",NA,"1 , 50000"
3918,7310,70813,"4","1","v5","Y",72,"1 ",NA,"1","6 ",NA,"2 ","1","0","0","KAILALI","6000000",NA," , 2 , DHAN,GAU"
3919,7310,70813,"4","2","v5","Y",72,"1 ",NA,"1","6 ",NA,"2 ","3","0","0","KAILALI","0",NA," , 1 , 40000"
3926,7107,70813,"19","3","v5","Y",72,NA,NA,"2","6 ",NA,"2 ","0","10","0","KAILALI","5000000",NA,"2 , YO SAL BHARKHAR LAGAKO"
3966,7207,70813,"4","10","v5","Y",71,"1 ",NA,"1","7 ",NA,"2 ","0","8","0","KAILALI","40000000",NA," , 2 , 35000"
3968,3105,30601,"4","3","v5","Y",91,"1 ",NA,"3","7 ",NA,"1 ","0","6","0","KATHMANDU","9000000",NA,"1 , 32000"
3972,3205,30601,"4","7","v5","Y",92,"1 ",NA,"1","2 ",NA,"1 ","0","5","0","SIDHUPALCHOWK","800000",NA,"1 , 4000"
3989,2410,20612,"3","5","v5","Y",25,"1 ",NA,"2","7 ",NA,"2 ",NA,"9",NA,"RAUTAHAT","1800000",NA,"2 , 27000"
4022,2108,20614,"1","10","v5","Y",27,"1 ",NA,"1","6 ",NA,"2 ","1","0","0","RAUTAHAT","200000",NA,"2 , DHAN ,GAHU"
4036,3210,30909,"10","16","v5","Y",51,"1 ",NA,"1","2 ",NA,"1 ","3","0","0","KAVREPALANCHOWK","2000000",NA,"2 , 5000"
4036,3210,30909,"10","16","v5","Y",51,"1 ",NA,"2","2 ",NA,"1 ","2","0","0","KAVREPALANCHOWK","100000",NA,"2 , 2000"
4070,3205,30601,"4","9","v5","Y",92,"1 ",NA,"1",NA,NA,"1 ","3","0","0","KATHMANDU","38400000",NA,"1 , 50000"
4075,2108,20614,"1","4","v5","Y",28,"1 ",NA,"1","2 ",NA,"2 ","1","0","0","RAUTAHAT","8000000",NA,"1 , 60000"
4107,7410,70813,"4","3","v5","N",73,"1 ",NA,"2","2 ",NA,"2 ","0","21","0","KAILALI","8400000",NA,"2 , 71100"
4109,7107,70813,"19","4","v5","N",73,"1 ",NA,"1","2 ",NA,"2 ","1","0","0","KAILALI","16000000",NA,"2 , 61400"
4115,7207,70813,"19","1","v5","N",73,"1 ",NA,"1","8 ",NA,"2 ","1","0","0","KAILALI","4000000",NA,"1 , 500000"
4120,7207,70813,"19","3","v5","N",73,"1 ",NA,"1","6 ",NA,"2 ","1","10","0","KAILALI","6000000",NA,"2 , 83600"
4121,3114,31303,"7","7","v5","N",56,"2 ",NA,"1",NA,NA,NA,NA,"4",NA,NA,"500000",NA,"2 , GHR KO BUWA LE DINE"
4142,1112,11309,"4","6","v5","N",23,"1 ",NA,"1","3 ",NA,"2 ","1","0","0","SUNSARI","3600000",NA,"2 , 40"
4142,1112,11309,"4","6","v5","N",23,"1 ",NA,"2","7 ",NA,"2 ","0","15","0","SUNSARI","4500000",NA,"2 , 30"
4143,1112,11309,"4","10","v5","N",23,"1 ",NA,"1","7 ",NA,"2 ","0","10","0","SUNSARI","7500000",NA,"1 , 30000"
4144,1112,11309,"4","5","v5","N",22,"1 ",NA,"1","7 ",NA,"2 ","0","18","0","SUNSARI","100000000",NA,"2 , 30000"
4145,1212,11309,"4","6","v5","N",22,"1 ",NA,"2","7 ",NA,"2 ","1","0","0","SUNSARI","4000000",NA,"2 , 20000"
4148,1315,11213,"2","1","v5","Y",21,"1 ",NA,"1","3 ",NA,"2 ","1","0","0","MORANG","5000000",NA,"1 , 40000"
4149,1212,11309,"4","9","v5","N",22,"1 ",NA,"1","7 ",NA,"2 ","1","5","0","SUNSARI","7500000",NA,"2 , 65000"
4149,1212,11309,"4","9","v5","N",22,"1 ",NA,"4","7 ",NA,"2 ","0","9","0","SUNSARI","2700000",NA,"2 , 25000"
4152,1208,11211,"9","3","v5","Y",21,"1 ",NA,"1","3 ",NA,"2 ","0","10","0","MORANG","1500000",NA,"18000, 2 "
4156,1108,11211,"9","13","v5","N",22,"1 ",NA,"2","3 ",NA,"2 ","0","10","0","MORANG","1000000",NA," , 15000"
4201,7107,70813,"19","1","v5","N",74,"1 ",NA,"1","2 ",NA,"2 ","0","10","0","KAILALI","3000000",NA,"2 , 20000"
4203,7207,70813,"19","9","v5","N",74,"1 ",NA,"1","2 ",NA,"2 ","0","10","0","KAILALI","3000000",NA,"2 , 50000"
4230,3201,30102,"8","4","v5","N",54,"1 ",NA,"1","1 ",NA,"1 ","6","0","0","DOLAKHA","800000",NA," , NO"
4230,3201,30102,"8","4","v5","N",54,"1 ",NA,"2","1 ",NA,"1 ","6","0","0","DOLAKHA","700000",NA," , 1 , NO"
4232,3101,30102,"8","14","v5","N",53,"1 ",NA,"1","2 ",NA,"1 ","1","0","0","DOLAKHA","60000",NA," , 2 , 8 PAATHI DHAAN"
4232,3101,30102,"8","14","v5","N",53,"1 ",NA,"2","1 ",NA,"1 ","5","0","0","DOLAKHA","240000",NA," , 2 , MAKAI,AALU,KODO,GAHU,SAAG,DHANIYA"
4232,3101,30102,"8","14","v5","N",53,"1 ",NA,"3","1 ",NA,"1 ","1","0","0","DOLAKHA","60000",NA," , 2 , MAKAI,KODO"
4235,2108,20614,"1","8","v5","N",28,"1 ",NA,"1","2 ",NA,NA,"1","0","0","SIDHUPALCHOWK","10000000",NA,"2 , DHAN 40 GEHU 20  MAN  MASULI 2MAN"
4235,2108,20614,"1","8","v5","N",28,NA,NA,"2","2 ",NA,NA,"1","0","0","RAUTAHAT","8000000",NA,"2 , 40 DHAN MAN GEHU 20 MAN TORI 5 MAN"
4235,2108,20614,"1","8","v5","N",28,NA,NA,"3","2 ",NA,NA,NA,"1","5","RAUTAHAT","4500000",NA,"2 , DHAN 4  MAN GEHU 2MAN"
4235,2108,20614,"1","8","v5","N",28,NA,NA,"4","2 ",NA,NA,NA,"30",NA,"RAUTAHAT","9000000",NA,"2 , DHAN 40 GEHU 5 MAN 2 MASURI MAN"
4245,3110,30909,"10","20","v5","N",53,"1 ",NA,"1","3 ",NA,"1 ","1","8","0","KAVREPALANCHOWK","72000000",NA,"1 , 15000"
4246,3210,30909,"10","7","v5","N",53,"1 ",NA,"2","7 ",NA,"1 ","1","0","0","KAVREPALANCHOWK","500000",NA,"1 , 10000"
4247,3210,30909,"10","8","v5","N",53,"1 ",NA,"1","7 ",NA,"1 ","3","27","0","KAVREPALANCHOWK","30000000",NA,"1 , 46000"
4283,1104,10804,"9","7","v5","N",14,"1 ",NA,"1","2 ",NA,"1 ","4","0","0","TERHATHUM","1200000",NA,"2 , 5500"
4305,1204,10804,"9","9","v5","N",12,"1 ",NA,"1","7 ",NA,"1 ","24",NA,NA,"TERHATHUM","4800000",NA,"1 , 20000"
4322,6307,60202,"2","8","v5","N",64,NA,NA,"5","3 ",NA,"1 ","0","4","0","MUGU","8000000",NA," , 1 , 10000"
4444,1104,10804,"9","12","v5","N",13,"1 ",NA,"2","3 ",NA,"1 ","42","0","0","TERHATHUM","4200000",NA,"100000, 2 "
4446,3205,30601,"4","11","v5","N",92,"1 ",NA,"1",NA,NA,"1 ","5","0","0","SIDHUPALCHOWK","1000000",NA,"1 , 2000"
4481,5103,50609,"1","11","v5","N",53,"1 ",NA,"2","2 ",NA,"1 ","3","0","0","PALPA","2000000",NA,"2 , 7.5MURI DHAN"
4484,5103,50609,"1","9","v5","N",53,"1 ",NA,"2","2 ",NA,"1 ","3","10","0","PALPA","7500000",NA,"2 , 20KG AALU"
4485,5203,50609,"1","8","v5","N",53,"1 ",NA,"2","2 ",NA,"1 ","5","0","0","PALPA","750000",NA,"2 , 7MURI,PARAL7000"
4489,5103,50609,"1","3","v5","N",53,"1 ",NA,"2","6 ",NA,"1 ","2","0","0","PALPA","350000",NA,"1 , 1800"
4490,5203,50609,"1","2","v5","N",53,"1 ",NA,"2","2 ",NA,"1 ","12","0","0","PALPA","3500000",NA,"2 , DHAN 25MURI"
4498,6104,60608,"6","11","v5","N",62,"1 ",NA,"1","6 ",NA,"1 ","70","0","0","DAILEKH","2000000",NA,"2 , 9000"
4498,6104,60608,"6","11","v5","N",62,"1 ",NA,"2","6 ",NA,"1 ","20","0","0","DAILEKH","1000000",NA,"0, 1 "
4506,6102,60404,"2","6","v5","N",62,NA,NA,"1","2 ",NA,"1 ","1","5","0","JUMLA","4500000",NA,"15000, 2 "
4508,3205,30601,"4","12","v5","N",93,"1 ",NA,"1","6 ",NA,"1 ","0","10",NA,"KATHMANDU","10000000",NA,"1 , 10000"
4511,7107,70813,"19","10","v5","N",74,"1 ",NA,"1","2 ",NA,"2 ","0","15","0","KAILALI","5000000",NA,"2 , 50000"
4519,5103,50609,"1","4","v5","N",53,NA,NA,"3","7 ",NA,"1 ","4","0","0","PALPA","400000",NA,"1 , 8000"
4531,1212,11309,"4","13","v5","N",22,"1 ",NA,"2","7 ",NA,"2 ","0","9","0","SUNSARI","4500000",NA,"2 , 21600"
4535,1212,11309,"4","17","v5","N",22,"1 ",NA,"2","7 ",NA,"2 ","1","5","0","SUNSARI","7500000",NA,"2 , 75000"
4563,6202,60404,"3","7","v5","N",64,"1 ",NA,"5","3 ",NA,"1 ","1","0","0","JUMLA","1000000",NA,"0, 2 "
4563,6202,60404,"3","7","v5","N",64,"1 ",NA,"6","3 ",NA,"1 ","1","3","5","JUMLA","1500000",NA,"1 , 45000"
4567,7107,70813,"19","4","v5","N",73,"1 ",NA,"2","6 ",NA,"2 ","0","6","0","KAILALI","240000",NA,"2 , 31800"
4569,7107,70813,"19","6","v5","N",73,"1 ",NA,"4","4 ",NA,"2 ","0","10","0","KAILALI","3000000",NA,"1 , 200000"
4570,7107,70813,"19","7","v5","N",73,"1 ",NA,"2","6 ",NA,"1 ","0","10","0","KAILALI","1500000",NA,"2 , 45600"
4573,7207,70813,"19","10","v5","N",71,"1 ",NA,"2","4 ",NA,"2 ","0","5","0","KAILALI","4000000",NA,"145000, 2 "
4594,6101,60303,"5","1","v5","N",62,"1 ",NA,"1","3 ",NA,"1 ","1",NA,NA,"BANKE","500000",NA," , 1 , 100000"
4605,7107,70813,"19","7","v5","N",72,"1 ",NA,"2","6 ",NA,"2 ","0","10","0","KAILALI","2000000",NA,"2 , 30000"
4607,7207,70813,"19","9","v5","N",72,"1 ",NA,"1","6 ",NA,"2 ","1","0","0","KAILALI","3000000",NA,"148225, 2 "
4607,7207,70813,"19","9","v5","N",72,"1 ",NA,"2","6 ",NA,"2 ","1","0","0","KAILALI","3000000",NA,"148225, 2 "
4614,5103,50609,"1","5","v5","N",52,"1 ",NA,"1","2 ",NA,"1 ","18","0","0","PALPA","3500000",NA,"2 , 20 MURI DHAN"
4625,5103,50609,"1","7","v5","N",54,"1 ",NA,"2","6 ",NA,"1 ","25",NA,NA,"PALPA","2550000",NA,"2 , 30 MURI DHAN DIYEKO"
4631,1212,11309,"4","15","v5","N",23,"1 ",NA,"1","7 ",NA,"2 ","1","10","0","SUNSARI","3000000",NA,"2 , 84000"
4637,1104,10804,"9","17","v5","N",12,"1 ",NA,"1","3 ",NA,"1 ","15",NA,NA,"TERHATHUM","1200000",NA,"2 , 60000"
4650,1318,NA,"7","2","v5","N",13,"1 ",NA,"1","3 ",NA,"2 ","0","15","0","SAPTARI","1500000",NA,"1 , 15000"
4660,7207,70813,"19","8","v5","N",73,"1 ",NA,"5","6 ",NA,"2 ","0","10","0","KAILALI","5000000",NA,"2 , 39200"
4661,7207,70813,"19","9","v5","N",73,"1 ",NA,"2","8 ",NA,"2 ","0","7","0","KAILALI","2100000",NA,"1 , 150000"
4662,7108,70901,"3","10","v5","N",73,"1 ",NA,"2","8 ",NA,"2 ","0","5","0","KAILALI","2500000",NA,"2 , 50000"
4663,7208,70901,"3","11","v5","N",73,"1 ",NA,"2","6 ",NA,"2 ","0","10","0","KAILALI","8000000",NA,"2 , 21000"
4666,4101,40204,"9","9","v5","N",42,"1 ",NA,"1","3 ",NA,"1 ","6","0","0","MANANG","2200000",NA,"1 , 70000"
4672,4101,40204,"9","3","v5","N",42,"1 ",NA,"1","8 ",NA,"1 ","1",NA,NA,"MANANG",NA,NA,"1 , 10000"
4677,3365,30703,"3","3","v5","N",51,"1 ",NA,"1","3 ",NA,"2 ","4","0","0","SARLAHI","32000000",NA," , 1 , 800000"
4692,3101,30102,"8","19","v5","N",51,"1 ",NA,"2","2 ",NA,"1 ","1","0","0","DOLAKHA","30000",NA," , 2 , 60 KG"
4702,3101,30102,"8","20","v5","N",51,"1 ",NA,"4","2 ",NA,"1 ","2","0","0","DOLAKHA","300000",NA," , 2 , 6000"
4704,3412,31304,"16","11","v5","N",56,"1 ",NA,"1","3 ",NA,NA,NA,"5",NA,NA,"6000000",NA,"1 , 20000"
4714,5203,50609,"1","7","v5","N",51,"1 ",NA,"2","6 ",NA,"1 ","4","00","00","PALPA","00",NA,"1, 2 "
4716,7107,70813,"19","6","v5","N",74,"1 ",NA,"1","6 ",NA,"2 ","1","0","0","KAILALI","10000000",NA,"2 , 40000"
4717,7207,70813,"19","7","v5","N",74,"1 ",NA,"1","6 ",NA,"2 ","2","0","0","KAILALI","10000000",NA,"2 , 50000"
4753,1317,11307,"8","1","v5","N",13,"1 ",NA,"1","3 ",NA,"2 ","1","15",NA,"JHAPA","7800000",NA,"1 , 45000"
4771,1112,11309,"4","8","v5","N",24,"1 ",NA,"1","7 ",NA,"2 ","1","0","0","SUNSARI","10000000",NA,"2 , 20  MAN DHAN DIYEKO"
4773,1212,11309,"4","10","v5","N",24,"1 ",NA,"2","8 ",NA,"2 ","5","0","0","SUNSARI","1500000",NA,"1 , 100000"
4790,3210,30909,"10","19","v5","N",51,"1 ",NA,"3","7 ",NA,"1 ","2","8","0","KAVREPALANCHOWK","24000000",NA,"1 , 30000"
4790,3210,30909,"10","19","v5","N",51,"1 ",NA,"4","7 ",NA,"1 ","2","0","0","KAVREPALANCHOWK","6000000",NA,"1 , 20000"
4795,1212,11309,"4","15","v5","N",24,NA,NA,"1","7 ",NA,"2 ","1","0","0","SUNSARI","20000000",NA,"1 , 20000"
4800,1112,11309,"4","14","v5","N",23,"1 ",NA,"1","7 ",NA,"2 ","1","0","0","SUNSARI","30000000",NA,"1 , 56000"
4812,1109,11214,"18","1","v5","N",22,"1 ",NA,"852","1 ",NA,"2 ","1","0","0","MORANG","5000000",NA," , NO"
4815,1104,10804,"9","13","v5","N",14,"1 ",NA,"1","2 ",NA,"1 ","20","0","0","TERHATHUM","1200000",NA,"2 , DHANN 8000"
4821,1112,11309,"4","8","v5","N",23,"1 ",NA,"2","3 ",NA,"2 ","0","5","0","SUNSARI","150000",NA,"1 , 12000"
4824,1211,11306,"5","1","v5","N",14,"1 ",NA,"2","2 ",NA,"2 ",NA,"12",NA,"SUNSARI","4000000",NA," , 18000, 2 "
4826,5103,50609,"1","2","v5","N",51,"1 ",NA,"2","6 ",NA,"1 ","6","00","00","PALPA","00",NA,"1 , 1500"
4834,1211,11306,"5","1","v5","N",13,"1 ",NA,"1","2 ",NA,"2 ",NA,"15",NA,"SUNSARI","10000000",NA," , 2 , 30000"
4854,1111,11306,"5","8","v5","N",13,"1 ",NA,"1","3 ",NA,"2 ",NA,"10",NA,"SUNSARI","2000000",NA," , 2 , 25000"
4863,3210,30909,"10","9","v5","N",53,"1 ",NA,"1","7 ",NA,"1 ","2","0","0","KAVREPALANCHOWK","10000000",NA,"1 , 35000"
4866,7108,70901,"3","12","v5","N",74,"1 ",NA,"4","8 ",NA,"2 ","0","5","0","KANCHANPUR","500000",NA,"2 , 20000"
4867,7208,70901,"3","13","v5","N",74,"1 ",NA,"2","8 ",NA,"2 ","1","0","0","KANCHANPUR","5000000",NA,"1 , 15000"
4868,5201,50403,"3","9","v5","N",51,"1 ",NA,"00","1 ",NA,"1 ","4","08","00","GULMI","3200000",NA," , 00, 1 "
4868,5201,50403,"3","9","v5","N",51,"1 ",NA,"12","1 ",NA,"1 ","3","00","00","GULMI","1200000",NA," , 00, 1 "
4870,3312,31304,"16","12","v5","N",58,"1 ",NA,"1","7 ",NA,"2 ","0","7","0","CHITAWAN","0",NA,"1 , 18000"
4883,3201,30102,"8","2","v5","N",51,"1 ",NA,"1","1 ",NA,"1 ","1","0","0","DOLAKHA","70000",NA," , NO"
4883,3201,30102,"8","2","v5","N",51,"1 ",NA,"9","7 ",NA,"1 ","6","0","0","DOLAKHA","50000",NA,"1 , 1300, 3 "
4899,3210,30909,"10","3","v5","N",53,"1 ",NA,"1","3 ",NA,"1 ","10","0","0","KAVREPALANCHOWK","80000000",NA,"1 , 200000"
4899,3210,30909,"10","3","v5","N",53,"1 ",NA,"2","3 ",NA,"1 ","4","0","0","KAVREPALANCHOWK","32000000",NA,"1 , 12000"
4901,1212,11309,"4","2","v5","Y",21,"1 ",NA,"1","7 ",NA,"2 ","0","10","0","SUNSARI","5000000",NA,"2 , 28000"
4902,1112,11309,"4","6","v5","Y",21,"1 ",NA,"1","7 ",NA,"2 ","0","5","0","MORANG","500000",NA,"1 , 10000"
4902,1112,11309,"4","6","v5","Y",21,"1 ",NA,"2","3 ",NA,"2 ","0","12","0","SUNSARI","12000000",NA,"19000, 2 "
